"file","Date","object","Position","Tree.ID","Treatment","Tree.Species","RangeType","mean_objectarea","median_objectarea","min_objectarea","max_objectarea","sd_objectarea","pixelamount_used","mean_median_dif","range"
"Thermal_masked_crop_B34_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","B34_W","W","Fagus sylvatica","Q10_Q90",29.911054822788,29.9655818939209,29.5128383636475,30.2225437164307,0.17200572662735,613,-0.0545270711329415,0.709705352783203
"Thermal_masked_crop_B34_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","B34_W","W","Fagus sylvatica","Q5_Q95",29.8872543494152,29.9593067169189,29.393045425415,30.2225437164307,0.195732556337298,647,-0.0720523675037121,0.829498291015625
"Thermal_masked_crop_B34_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","B34_W","W","Fagus sylvatica","Q1_Q99",29.8639488841869,29.9467544555664,29.2668018341064,30.2225437164307,0.222156142516787,675,-0.0828055713794846,0.955741882324219
"Thermal_masked_crop_B34_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","B34_W","W","Fagus sylvatica","Q15_Q85",29.9311378479004,29.9718551635742,29.6073169708252,30.2225437164307,0.154026174222513,580,-0.0407173156738274,0.615226745605469
"Thermal_masked_crop_B34_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","B34_W","W","Fagus sylvatica","IQR_based",29.8585763782832,29.9404792785645,29.2478523254395,30.2225437164307,0.2284076851368,681,-0.0819029002812819,0.974691390991211
"Thermal_masked_crop_T44_D_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","T44_D","D","Abies alba","Q10_Q90",30.3603936002412,30.3726768493652,30.059663772583,30.6473808288574,0.13004381186943,1028,-0.0122832491240139,0.587717056274414
"Thermal_masked_crop_T44_D_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","T44_D","D","Abies alba","Q5_Q95",30.3416523018446,30.3664264678955,29.9279251098633,30.6473808288574,0.150238940028784,1084,-0.0247741660508716,0.719455718994141
"Thermal_masked_crop_T44_D_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","T44_D","D","Abies alba","Q1_Q99",30.3196567737951,30.3601741790771,29.676549911499,30.6473808288574,0.182490709041539,1130,-0.0405174052820811,0.970830917358398
"Thermal_masked_crop_T44_D_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","T44_D","D","Abies alba","Q15_Q85",30.3751273228572,30.378927230835,30.1223392486572,30.6473808288574,0.116615956379203,975,-0.00379990797776486,0.525041580200195
"Thermal_masked_crop_T44_D_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","T44_D","D","Abies alba","IQR_based",30.3431846247779,30.3664264678955,29.9404792785645,30.6473808288574,0.148386368010852,1080,-0.0232418431176065,0.706901550292969
"Thermal_masked_crop_E37_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","E37_W","W","Quercus robur","Q10_Q90",29.9093680277622,29.9404792785645,29.4813270568848,30.2350635528564,0.174862297640107,1053,-0.0311112508022084,0.75373649597168
"Thermal_masked_crop_E37_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","E37_W","W","Quercus robur","Q5_Q95",29.8843035556302,29.9216480255127,29.3741188049316,30.2350635528564,0.201104874265474,1111,-0.0373444698824734,0.860944747924805
"Thermal_masked_crop_E37_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","E37_W","W","Quercus robur","Q1_Q99",29.8620978422939,29.9153709411621,29.3110046386719,30.2350635528564,0.224682028393785,1158,-0.0532730988682033,0.92405891418457
"Thermal_masked_crop_E37_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","E37_W","W","Quercus robur","Q15_Q85",29.9308064823285,29.9593067169189,29.5821304321289,30.2350635528564,0.153630678034923,997,-0.0285002345904886,0.652933120727539
"Thermal_masked_crop_E37_W_Green_Dry_Shade.tif",2023-06-27,"Green_Dry","Shade","E37_W","W","Quercus robur","IQR_based",29.8562837030134,29.9090919494629,29.2857475280762,30.2350635528564,0.230714428331134,1170,-0.0528082464495263,0.949316024780273
