"","ID","Temperature","Position","Radiances_raw","imgname","Date","Tree.ID","Table","Row","Line","Treatment","Tree.Species"
"1",1,30.5538101196289,"Tree_Sun",14986,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"2",2,30.4476661682129,"Tree_Sun",14969,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"3",3,29.6387920379639,"Tree_Sun",14840,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"4",4,30.3914279937744,"Tree_Sun",14960,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"5",5,31.702241897583,"Tree_Sun",15171,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"6",6,39.6557312011719,"Black_Sun",16506,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"7",7,39.6211967468262,"Black_Sun",16500,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"8",8,39.8224983215332,"Black_Sun",16535,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"9",9,39.6845016479492,"Black_Sun",16511,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"10",10,39.9488563537598,"Black_Sun",16557,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"11",11,28.0216407775879,"Green_Wet_Sun",14585,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"12",12,27.6760025024414,"Green_Wet_Sun",14531,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"13",13,27.8425617218018,"Green_Wet_Sun",14557,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"14",14,27.8937587738037,"Green_Wet_Sun",14565,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"15",15,27.9385356903076,"Green_Wet_Sun",14572,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"16",16,31.0146408081055,"Silver_Sun",15060,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"17",17,31.169885635376,"Silver_Sun",15085,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"18",18,31.2071113586426,"Silver_Sun",15091,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"19",19,30.9773483276367,"Silver_Sun",15054,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"20",20,31.1264400482178,"Silver_Sun",15078,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"21",21,35.8531761169434,"Green_Dry_Sun",15856,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"22",22,36.3932037353516,"Green_Dry_Sun",15947,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"23",23,36.1324119567871,"Green_Dry_Sun",15903,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"24",24,35.3643379211426,"Green_Dry_Sun",15774,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"25",25,36.6179504394531,"Green_Dry_Sun",15985,"ThermalCamera2023-08-03_12-02-28+0200_T25_W_temperature","2023-08-03","T25",2,"R5",3,"W","Abies Alba"
"26",1,38.2080574035645,"Tree_Sun",16256,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"27",2,35.0292701721191,"Tree_Sun",15718,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"28",3,37.6004371643066,"Tree_Sun",16152,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"29",4,37.0190277099609,"Tree_Sun",16053,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"30",5,36.4819717407227,"Tree_Sun",15962,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"31",6,30.840503692627,"Tree_Shade",15032,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"32",7,30.7159461975098,"Tree_Shade",15012,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"33",8,30.4351711273193,"Tree_Shade",14967,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"34",9,30.1599273681641,"Tree_Shade",14923,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"35",10,29.9404792785645,"Tree_Shade",14888,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"36",11,45.5163993835449,"Black_Sun",17550,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"37",12,45.6587753295898,"Black_Sun",17576,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"38",13,44.8350715637207,"Black_Sun",17426,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"39",14,44.730339050293,"Black_Sun",17407,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"40",15,44.5371704101562,"Black_Sun",17372,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
"41",16,30.1473979949951,"Green_Wet_Sun",14921,"ThermalCamera2023-08-03_12-02-54+0200_E19_D_temperature","2023-08-03","E19",2,"R5",4,"D","Quercus Rorbur"
