"","ID","Temperature","Position","Radiances_raw","imgname","Date","Tree.ID","Table","Row","Line","Treatment","Tree.Species"
"125",25,19.9573974609375,"Green_Wet_Shade",13371,"ThermalCamera2023-07-25_11-33-00+0200_D21_D_temperature","2023-07-25","D21",1,"R1",7,"D","Pseudotsuga Menziesii"
"126",1,20.1922283172607,"Tree_Shade",13405,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"127",2,19.9712257385254,"Tree_Shade",13373,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"128",3,20.6808223724365,"Tree_Shade",13476,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"129",4,20.2405071258545,"Tree_Shade",13412,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"130",5,20.3163242340088,"Tree_Shade",13423,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"131",6,23.0416431427002,"Black_Shade",13824,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"132",7,23.0684604644775,"Black_Shade",13828,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"133",8,22.5442504882812,"Black_Shade",13750,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"134",9,22.5375118255615,"Black_Shade",13749,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"135",10,22.739465713501,"Black_Shade",13779,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"136",11,20.9070987701416,"Silver_Shade",13509,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"137",12,20.7494449615479,"Silver_Shade",13486,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"138",13,20.7563037872314,"Silver_Shade",13487,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"139",14,20.8591442108154,"Silver_Shade",13502,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
"140",15,20.8728466033936,"Silver_Shade",13504,"ThermalCamera2023-07-25_11-33-42+0200_E22_W_temperature","2023-07-25","E22",1,"R1",8,"W","Quercus Rorbur"
