"","ID","Temperature","Position","Radiances_raw","imgname","Date","Tree.ID","Table","Row","Line","Treatment","Tree.Species"
"1",1,25.5321254730225,"Tree_Shade",14200,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"2",2,24.6118698120117,"Tree_Shade",14060,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"3",3,23.9826889038086,"Tree_Shade",13965,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"4",4,24.2215690612793,"Tree_Shade",14001,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"5",5,24.3738975524902,"Tree_Shade",14024,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"6",6,28.7793674468994,"Black_Shade",14704,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"7",7,28.5761413574219,"Black_Shade",14672,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"8",8,28.4807434082031,"Black_Shade",14657,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"9",9,28.7222499847412,"Black_Shade",14695,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"10",10,28.7349452972412,"Black_Shade",14697,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"11",11,27.547700881958,"Silver_Shade",14511,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"12",12,28.0344219207764,"Silver_Shade",14587,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"13",13,28.0408096313477,"Silver_Shade",14588,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"14",14,27.8489627838135,"Silver_Shade",14558,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"15",15,27.9449310302734,"Silver_Shade",14573,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"16",16,27.8489627838135,"Green_Dry_Shade",14558,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"17",17,27.8617649078369,"Green_Dry_Shade",14560,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"18",18,27.8809623718262,"Green_Dry_Shade",14563,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"19",19,27.7016448974609,"Green_Dry_Shade",14535,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"20",20,27.823356628418,"Green_Dry_Shade",14554,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"21",21,18.3539276123047,"Green_Wet_Shade",13141,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"22",22,17.938325881958,"Green_Wet_Shade",13082,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"23",23,17.9100856781006,"Green_Wet_Shade",13078,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"24",24,18.5785999298096,"Green_Wet_Shade",13173,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"25",25,18.0159454345703,"Green_Wet_Shade",13093,"ThermalCamera2023-07-18_11-36-10+0200_B27_D_temperature","2023-07-18","B27",1,"R1",3,"D","Fagus Sylvatica"
"26",1,25.9370651245117,"Tree_Shade",14262,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"27",2,25.0664501190186,"Tree_Shade",14129,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"28",3,24.4929523468018,"Tree_Shade",14042,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"29",4,24.8427047729492,"Tree_Shade",14095,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"30",5,25.7413234710693,"Tree_Shade",14232,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"31",6,28.8491382598877,"Black_Shade",14715,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"32",7,28.5125522613525,"Black_Shade",14662,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"33",8,28.7032032012939,"Black_Shade",14692,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"34",9,29.1340866088867,"Black_Shade",14760,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"35",10,28.6015644073486,"Black_Shade",14676,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"36",11,27.9577198028564,"Silver_Shade",14575,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"37",12,27.9193477630615,"Silver_Shade",14569,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"38",13,28.2259330749512,"Silver_Shade",14617,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"39",14,27.9065532684326,"Silver_Shade",14567,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"40",15,28.3979969024658,"Silver_Shade",14644,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"41",16,27.0974082946777,"Green_Dry_Shade",14441,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"42",17,27.6760025024414,"Green_Dry_Shade",14531,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"43",18,27.4770679473877,"Green_Dry_Shade",14500,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"44",19,27.4899139404297,"Green_Dry_Shade",14502,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"45",20,26.6969585418701,"Green_Dry_Shade",14379,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"46",21,18.1921253204346,"Green_Wet_Shade",13118,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"47",22,18.7817611694336,"Green_Wet_Shade",13202,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"48",23,19.144998550415,"Green_Wet_Shade",13254,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"49",24,18.7677631378174,"Green_Wet_Shade",13200,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"50",25,18.8027534484863,"Green_Wet_Shade",13205,"ThermalCamera2023-07-18_11-37-13+0200_T14_W_temperature","2023-07-18","T14",1,"R1",4,"W","Abies Alba"
"51",1,26.145450592041,"Tree_Shade",14294,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"52",2,26.2559852600098,"Tree_Shade",14311,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"53",3,25.7739734649658,"Tree_Shade",14237,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"54",4,25.3815021514893,"Tree_Shade",14177,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"55",5,25.2765922546387,"Tree_Shade",14161,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"56",6,28.518913269043,"Black_Shade",14663,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"57",7,28.5952091217041,"Black_Shade",14675,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"58",8,28.537992477417,"Black_Shade",14666,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"59",9,28.9378700256348,"Black_Shade",14729,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"60",10,28.6460437774658,"Black_Shade",14683,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"61",11,27.0974082946777,"Silver_Shade",14441,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"62",12,27.3678150177002,"Silver_Shade",14483,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"63",13,27.3034954071045,"Silver_Shade",14473,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"64",14,26.7422466278076,"Silver_Shade",14386,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
"65",15,27.361385345459,"Silver_Shade",14482,"ThermalCamera2023-07-18_11-37-39+0200_B4_D_temperature","2023-07-18","B4",1,"R1",5,"D","Fagus Sylvatica"
